,address,area,bedrooms,city,postal_code,posting_date,price,property_type,rooms,sale_date,url,year_built
3394,Van Boetzelaerstraat 58 III,,,,1051 CX,20-1-2016,,apartment,,16-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49610614-van-boetzelaerstraat-58-iii/,
3395,Sam van Houtenstraat 189 D,,,,1067 JG,14-3-2015,,apartment,,5-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48315620-sam-van-houtenstraat-189-d/,
3396,Lederambachtstraat 218,,,,1069 HM,18-6-2009,,apartment,,13-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-47488331-lederambachtstraat-218/,
3397,Sem Presserhof 86,,,,1087 JG,24-2-2011,,apartment,,4-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-47057756-sem-presserhof-86/,
3398,Het Breed 773,,,,1025 JB,26-1-2016,,apartment,,8-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85089804-het-breed-773/,
3399,Eva Besnyöstraat 101,,,,1087 KR,5-7-2013,,apartment,,23-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48741854-eva-besnyostraat-101/,
3400,Celebesstraat 23 A,,,,1094 EL,20-2-2016,,apartment,,7-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49644696-celebesstraat-23-a/,
3401,Noordzijde 183,,,,1064 MC,31-3-2011,,apartment,,3-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-47082307-noordzijde-183/,
3402,Berthelotstraat 5,,,,1098 SV,12-2-2016,,apartment,,4-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49646229-berthelotstraat-5/,
3403,Hoofdweg 354 -III,,,,1056 DC,26-3-2016,,apartment,,11-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49784443-hoofdweg-354-iii/,
3404,Albert Luthulistraat 19 C,,,,1091 NR,19-2-2016,,apartment,,4-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49643115-albert-luthulistraat-19-c/,
3405,Lijnbaansgracht 80 hs,,,,1015 GX,3-2-2016,,apartment,,19-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49624574-lijnbaansgracht-80-hs/,
3406,Populierenweg 49 C,,,,1092 EN,12-3-2016,,apartment,,5-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49775034-populierenweg-49-c/,
3407,Daniël Stalpertstraat 41 A,,,,1072 XA,18-2-2016,,apartment,,5-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49641618-daniel-stalpertstraat-41-a/,
3408,Carolina MacGillavrylaan 520 + PP,,,,1098 XB,17-1-2016,,apartment,,4-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85072694-carolina-macgillavrylaan-520-pp/,
3409,Keizersgracht 660 -III,,,,1017 ET,3-3-2016,,apartment,,5-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49754872-keizersgracht-660-iii/,
3410,Delistraat 34 G,,,,1094 CW,20-2-2016,,apartment,,10-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49644322-delistraat-34-g/,
3411,Dorpsweg Ransdorp 102,,,,1028 BS,27-11-2015,,house,,14-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49677587-dorpsweg-ransdorp-102/,
3412,Soendastraat 32 II,,,,1094 BH,23-1-2016,,apartment,,10-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49614126-soendastraat-32-ii/,
3413,Bonairestraat 54 -I,,,,1058 XJ,16-3-2016,,apartment,,4-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49779885-bonairestraat-54-i/,
3414,Buiksloterdijk 160,,,,1025 WB,3-2-2016,,house,,12-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49635111-buiksloterdijk-160/,
3415,Erich Salomonstraat 458,,,,1087 JA,17-3-2016,,apartment,,5-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49770507-erich-salomonstraat-458/,
3416,Van Hogendorpstraat 92 Hs,,,,1051 BT,1-3-2016,,apartment,,9-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49752352-van-hogendorpstraat-92-hs/,
3417,Sint Willibrordusdwarsstraat 2 -II,,,,1074 XG,13-3-2016,,apartment,,7-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49775058-sint-willibrordusdwarsstraat-2-ii/,
3418,Osdorperweg 850,,,,1067 TD,29-11-2015,,house,,19-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49678501-osdorperweg-850/,
3419,Argonautenstraat 42 III,,,,1076 KR,16-1-2016,,apartment,,8-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49617742-argonautenstraat-42-iii/,
3420,Nieuwe Kerkstraat 413,,,,1018 VK,16-2-2016,,apartment,,4-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49648291-nieuwe-kerkstraat-413/,
3421,Warmoesstraat 34 B,,,,1012 JE,8-3-2016,,apartment,,7-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49760393-warmoesstraat-34-b/,
3422,Wiltzanghlaan 2 B,,,,1055 KH,30-8-2015,,apartment,,8-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49574427-wiltzanghlaan-2-b/,
3423,Noorderstraat 80 -E,,,,1017 TW,15-3-2016,,apartment,,1-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49778694-noorderstraat-80-e/,
3424,Biesboschstraat 40 Hs,,,,1078 MV,23-2-2016,,apartment,,5-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49756849-biesboschstraat-40-hs/,
3425,Kelbergen 260,,,,1104 LM,21-1-2016,,house,,19-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49612836-kelbergen-260/,
3426,S. F. van Ossstraat 92,,,,1068 JL,28-1-2016,,apartment,,15-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49628210-s-f-van-ossstraat-92/,
3427,Van Suchtelen van de Haarestraat 22 D,,,,1068 GV,5-2-2016,,apartment,,31-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49639153-van-suchtelen-van-de-haarestraat-22-d/,
3428,Lex Althoffstraat 21 HS,,,,1063 ZM,8-3-2016,,apartment,,6-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49760573-lex-althoffstraat-21-hs/,
3429,Pieter Calandlaan 749,,,,1069 SC,17-2-2016,,apartment,,24-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49640994-pieter-calandlaan-749/,
3430,Fokke Simonszstraat 84 I,,,,1017 TK,19-1-2016,,apartment,,5-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49619313-fokke-simonszstraat-84-i/,
3431,Joan Melchior Kemperstraat 105 -III,,,,1051 TM,25-2-2016,,apartment,,29-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49759771-joan-melchior-kemperstraat-105-iii/,
3432,Borgerstraat 20 B,,,,1053 PR,19-3-2016,,apartment,,8-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49772582-borgerstraat-20-b/,
3433,Spinozastraat 37,,,,1018 HH,10-2-2015,,apartment,,18-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48372098-spinozastraat-37/,
3434,Tussen Meer 264,,,,1069 DX,5-10-2014,,apartment,,15-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48140510-tussen-meer-264/,
3435,Edith Magnusstraat 21,,,,1103 DA,28-8-2015,,house,,31-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49572903-edith-magnusstraat-21/,
3436,Frederiksstraat 11,,,,1054 LA,27-3-2016,,apartment,,7-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49795685-frederiksstraat-11/,
3437,Kweekhoven 23 + PP,,,,1068 ZT,25-7-2014,,apartment,,17-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48187371-kweekhoven-23-pp/,
3438,Jisperveldstraat 559,,,,1024 BB,13-1-2016,,apartment,,6-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49604288-jisperveldstraat-559/,
3439,Kometensingel 521,,,,1033 BP,18-3-2016,,house,,11-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49771398-kometensingel-521/,
3440,Jacob van Lennepkade 272 A,,,,1053 NE,10-3-2016,,apartment,,5-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49762904-jacob-van-lennepkade-272-a/,
3441,Hagedoornplein 14,,,,1031 BV,11-3-2016,,apartment,,5-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49775492-hagedoornplein-14/,
3442,Rumbeke 1,,,,1066 SZ,4-2-2016,,house,,19-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49638046-rumbeke-1/,
3443,Amerbos 547,,,,1025 ZL,16-1-2016,,apartment,,8-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49617659-amerbos-547/,
3444,Egelantiersstraat 164 C,,,,1015 PS,23-2-2016,,apartment,,15-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49755260-egelantiersstraat-164-c/,
3445,Buiten Brouwersstraat 5 A,,,,1013 GJ,7-1-2016,,apartment,,25-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49609631-buiten-brouwersstraat-5-a/,
3446,Brouwersgracht 65 -C,,,,1015 GC,26-3-2016,,apartment,,6-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49781794-brouwersgracht-65-c/,
3447,Geuzenkade 37 huis,,,,1056 KL,13-1-2016,,apartment,,27-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49604030-geuzenkade-37-huis/,
3448,Kortrijk 55,,,,1066 TA,9-1-2016,,house,,2-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49602991-kortrijk-55/,
3449,Haarlemmer Houttuinen 35 B,,,,1013 GL,7-1-2016,,apartment,,15-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49609624-haarlemmer-houttuinen-35-b/,
3450,Westlandgracht 51 III,,,,1058 TM,26-11-2015,,apartment,,16-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49663384-westlandgracht-51-iii/,
3451,Fijnje van Salverdastraat 2 1,,,,1065 EA,23-1-2016,,apartment,,26-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49614944-fijnje-van-salverdastraat-2-1/,
3452,Van Ostadestraat 308 II,,,,1073 TX,22-3-2016,,apartment,,6-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49786163-van-ostadestraat-308-ii/,
3453,Tielstraat 70,,,,1107 RB,10-10-2014,,apartment,,9-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48144888-tielstraat-70/,
3454,Derkinderenstraat 69 III,,,,1061 VR,11-3-2016,,apartment,,4-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49764502-derkinderenstraat-69-iii/,
3455,Charlotte Brontéstraat 180,,,,1102 XH,24-12-2015,,apartment,,4-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49692272-charlotte-brontestraat-180/,
3456,Oranje-Vrijstaatkade 51 + PP,,,,1093 KS,16-1-2016,,apartment,,31-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85072025-oranje-vrijstaatkade-51-pp/,
3457,Windroosplein 136,,,,1018 ZW,23-3-2016,,apartment,,7-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49786219-windroosplein-136/,
3458,Maria Austriastraat 24,,,,1087 CJ,28-11-2015,,house,,8-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49678726-maria-austriastraat-24/,
3459,Beethovenstraat 192 4,,,,1077 JZ,12-4-2016,,apartment,,11-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85163378-beethovenstraat-192-4/,
3460,Eurokade 48,,,,1060 RZ,12-4-2016,,house,,11-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49709728-eurokade-48/,
3461,Ruyschstraat 77 hs,,,,1091 BX,11-2-2016,,apartment,,7-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49634886-ruyschstraat-77-hs/,
3462,Kanaalstraat 51 -1,,,,1054 XA,22-2-2016,,apartment,,22-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49755153-kanaalstraat-51-1/,
3463,Hermanus Coenradistraat 8 -I,,,,1063 XR,11-2-2016,,apartment,,29-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49634012-hermanus-coenradistraat-8-i/,
3464,Jacob van Lennepkade 322 III,,,,1053 NH,13-2-2016,,apartment,,7-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49647882-jacob-van-lennepkade-322-iii/,
3465,Hoogte Kadijk 25 E,,,,1018 BE,23-3-2016,,apartment,,11-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49786631-hoogte-kadijk-25-e/,
3466,Litasweg 2,,,,1060 RV,9-9-2015,,house,,15-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49582293-litasweg-2/,
3467,Pieter Calandlaan 568,,,,1060 TV,6-1-2016,,apartment,,19-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49608558-pieter-calandlaan-568/,
3468,Singel 36 D,,,,1015 AA,13-2-2016,,apartment,,1-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49647351-singel-36-d/,
3469,Van Nijenrodeweg 552,,,,1082 HS,15-10-2014,,apartment,,6-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48257700-van-nijenrodeweg-552/,
3470,Bloemgracht 129,,,,1016 KL,10-10-2015,,house,,11-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49526901-bloemgracht-129/,
3471,Langswater 72,,,,1069 TR,21-1-2016,,apartment,,23-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49611196-langswater-72/,
3472,Kanaalstraat 157 3,,,,1054 XE,4-2-2016,,apartment,,7-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49638193-kanaalstraat-157-3/,
3473,Warmelo 4,,,,1081 HS,18-1-2016,,house,,7-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49618264-warmelo-4/,
3474,Mr. P.N. Arntzeniusweg 104,,,,1098 GT,13-2-2016,,apartment,,7-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49647159-mr-pn-arntzeniusweg-104/,
3475,Jan Tooropstraat 499,,,,1061 AE,9-12-2015,,apartment,,26-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49687116-jan-tooropstraat-499/,
3476,Olifantswerf 5,,,,1018 JS,27-2-2016,,apartment,,8-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49752578-olifantswerf-5/,
3477,Bert Haanstrahof 20,,,,1087 DL,1-2-2016,,apartment,,15-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49635546-bert-haanstrahof-20/,
3478,Nachtwachtlaan 513,,,,1058 ET,6-5-2015,,apartment,,12-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49463625-nachtwachtlaan-513/,
3479,Pieter Calandlaan 1115,,,,1069 SE,14-3-2015,,apartment,,31-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48315077-pieter-calandlaan-1115/,
3480,Prof. R. Casimirstraat 88,,,,1068 SK,3-11-2015,,apartment,,4-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49540653-prof-r-casimirstraat-88/,
3481,Potvisstraat 92,,,,1035 HL,18-2-2016,,house,,8-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49641704-potvisstraat-92/,
3482,Daniël Stalpertstraat 40 -III,,,,1072 XH,11-3-2016,,apartment,,4-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49762233-daniel-stalpertstraat-40-iii/,
3483,Weesperzijde 39 -E,,,,1091 EE,11-2-2016,,apartment,,29-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49634873-weesperzijde-39-e/,
3484,Eerste Ceramstraat 5 III,,,,1095 BK,10-3-2016,,apartment,,29-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49763556-eerste-ceramstraat-5-iii/,
3485,Johan van der Keukenstraat 174,,,,1087 AZ,3-11-2015,,apartment,,20-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49540260-johan-van-der-keukenstraat-174/,
3486,Slangenburg 91,,,,1082 JV,13-2-2016,,apartment,,3-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49647006-slangenburg-91/,
3487,Haarlemmerweg 245 C,,,,1051 NV,6-2-2016,,apartment,,2-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49630559-haarlemmerweg-245-c/,
3488,Nieuwe Amstelstraat 54,,,,1011 PM,3-3-2016,,apartment,,29-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49753358-nieuwe-amstelstraat-54/,
3489,Meteorenweg 198,,,,1033 HJ,11-2-2016,,house,,26-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49634238-meteorenweg-198/,
3490,Prinsengracht 673 hs,,,,1017 JT,6-6-2015,,apartment,,6-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49405260-prinsengracht-673-hs/,
3491,Spaarndammerstraat 19 bel,,,,1013 SR,26-2-2016,,apartment,,23-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49759382-spaarndammerstraat-19-bel/,
3492,Carolina MacGillavrylaan 36,,,,1098 XA,30-1-2016,,apartment,,26-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49624309-carolina-macgillavrylaan-36/,
3493,KNSM-laan 695 +PP,,,,1019 LH,27-1-2016,,apartment,,12-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49626307-knsm-laan-695-pp/,
3494,Willem Kromhoutstraat 35,,,,1067 RC,22-7-2015,,house,,19-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49442539-willem-kromhoutstraat-35/,
3495,Van Tuyll van Serooskerkenweg 144 -III,,,,1076 JT,10-2-2016,,apartment,,24-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49633524-van-tuyll-van-serooskerkenweg-144-iii/,
3496,Nieuwendammerdijk 487,,,,1023 BP,8-12-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49686188-nieuwendammerdijk-487/,
3497,Veldhuizenstraat 42,,,,1106 DH,31-5-2015,,apartment,,3-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49498835-veldhuizenstraat-42/,
3498,Joos Banckersweg 10 -I,,,,1056 EN,21-11-2015,,apartment,,21-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49660061-joos-banckersweg-10-i/,
3499,Vrijzicht 33,,,,1068 CD,9-3-2016,,apartment,,23-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49761693-vrijzicht-33/,
3500,Vrijzicht 146,,,,1068 CJ,9-10-2015,,apartment,,30-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49527967-vrijzicht-146/,
3501,Bloemstraat 81 -II,,,,1016 KX,21-1-2016,,apartment,,22-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49612815-bloemstraat-81-ii/,
3502,Tolstraat 4 C,,,,1073 SB,10-12-2015,,apartment,,3-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49685109-tolstraat-4-c/,
3503,Amerbos 165,,,,1025 ZB,5-3-2016,,apartment,,30-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49767678-amerbos-165/,
3504,Brouwersgracht 180 B,,,,1013 HC,16-11-2015,,apartment,,8-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49653865-brouwersgracht-180-b/,
3505,Da Costastraat 63 II,,,,1053 ZE,12-2-2016,,apartment,,2-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49646202-da-costastraat-63-ii/,
3506,Dors 7,,,,1035 KD,11-12-2014,,apartment,,23-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48223154-dors-7/,
3507,Burgemeester Hogguerstraat 311,,,,1064 CP,22-1-2016,,apartment,,23-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49613919-burgemeester-hogguerstraat-311/,
3508,Nageljongenstraat 149,,,,1033 PC,14-1-2016,,apartment,,12-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49615839-nageljongenstraat-149/,
3509,Van Gentstraat 41 hs,,,,1055 PC,24-2-2016,,apartment,,23-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49757706-van-gentstraat-41-hs/,
3510,Joos Banckersweg 8 II,,,,1056 EN,10-3-2016,,apartment,,21-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49763672-joos-banckersweg-8-ii/,
3511,Paramariboplein 23 I,,,,1058 AP,8-3-2016,,apartment,,30-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49760748-paramariboplein-23-i/,
3512,Frederik Hendrikstraat 34 III,,,,1052 HV,22-1-2016,,apartment,,8-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49613692-frederik-hendrikstraat-34-iii/,
3513,Raamstraat 2 -B,,,,1016 XM,23-1-2016,,apartment,,5-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49614084-raamstraat-2-b/,
3514,Boerhaaveplein 25,,,,1091 DH,8-3-2016,,apartment,,30-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49760580-boerhaaveplein-25/,
3515,Baden Powellweg 9,,,,1069 LB,5-11-2015,,apartment,,17-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49543601-baden-powellweg-9/,
3516,Prinsengracht,,,,1016 XM,23-1-2016,,apartment,,5-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49614097-prinsengracht/,
3517,Maria Austriastraat 89,,,,1087 EK,14-12-2015,,apartment,,23-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85046819-maria-austriastraat-89/,
3518,Sluisstraat 50 III,,,,1075 TH,12-12-2015,,apartment,,22-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49682994-sluisstraat-50-iii/,
3519,Von Zesenstraat 408,,,,1093 BJ,13-2-2016,,apartment,,3-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85001804-von-zesenstraat-408/,
3520,Minervaplein 7 V-VI,,,,1077 TG,9-3-2016,,apartment,,18-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49761946-minervaplein-7-v-vi/,
3521,Bestevâerstraat 174 II,,,,1055 TS,4-2-2016,,apartment,,24-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49637571-bestevaerstraat-174-ii/,
3522,Ravenswaaipad 90,,,,1107 EG,21-5-2015,,apartment,,24-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49487529-ravenswaaipad-90/,
3523,Eerste Keucheniusstraat 36 -HUIS,,,,1051 HS,27-1-2016,,apartment,,24-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49626899-eerste-keucheniusstraat-36-huis/,
3524,Bert Haanstrakade 150,,,,1087 DK,20-6-2015,,apartment,,17-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49410817-bert-haanstrakade-150/,
3525,Lederambachtstraat 226,,,,1069 HM,4-7-2015,,apartment,,12-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49436364-lederambachtstraat-226/,
3526,Barbusselaan 21,,,,1102 TS,1-3-2016,,apartment,,23-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49752178-barbusselaan-21/,
3527,Waverstraat 93 I,,,,1079 VK,11-3-2016,,apartment,,24-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49763392-waverstraat-93-i/,
3528,Leusdenhof 238,,,,1108 DK,19-12-2012,,apartment,,17-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48680667-leusdenhof-238/,
3529,Hoofdweg 34 -II,,,,1058 BD,3-2-2016,,apartment,,19-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49624656-hoofdweg-34-ii/,
3530,Boutenburg 75,,,,1068 ZA,14-1-2016,,apartment,,1-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49615335-boutenburg-75/,
3531,Emanzana 62,,,,1103 AV,30-1-2016,,house,,16-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49624080-emanzana-62/,
